,Beast,Shirt,Neck,Hat,Eyes,Best_Friend,Nemesis,Strength,Speed,Endurance,Intelligence,Wisdom,Charisma,Class,Element,Habitat,Attribute_X,Attribute_Y,Attribute Z,D_4_6_8_10_12_20
7826,Purple Hair Lion,Red Tee,Gold Chain,Pink Fairy Hat,,#8591,#1845,12,13,15,16,16,12,Mage,Water,Island,78,65,1,"1, 4, 7, 8, 4, 13"
7827,Sheep,Green Tee,Gold Chain,Blue Party Hat,,#3530,#8019,11,10,15,16,12,13,Thief,Water,Forest,71,78,28,"4, 1, 7, 2, 1, 4"
7828,Pink Bear,,,,Pink Goggles,#1208,#4161,14,10,11,13,7,15,Mage,Earth,Swamp,52,46,32,"2, 4, 7, 9, 9, 19"
7829,Deer,Blue Tank,Bow Tie,Chefs Hat,Pink Goggles,#8293,#4082,10,13,10,14,11,14,Mage,Water,Forest,69,68,10,"1, 5, 8, 4, 8, 10"
7830,Golden Bear,Green Tee,,,Eyepatch,#1191,#9075,12,11,8,13,16,12,Warrior,Water,Swamp,88,53,9,"2, 1, 3, 2, 10, 8"
7831,Rabbit,Red Tee,,,Pink Goggles,#8110,#6707,8,12,15,17,11,9,Warrior,Air,Forest,29,59,8,"3, 6, 7, 6, 5, 2"
7832,Blue Cat,Red Tee,,Straw Hat,,#9702,#0228,13,14,12,10,15,11,Thief,Water,Mountain,61,38,1,"1, 3, 7, 7, 2, 9"
7833,Monkey,Blue Track Jacket,,,Pink Goggles,#8081,#1028,13,14,14,13,14,12,Thief,Water,Swamp,77,56,4,"4, 6, 6, 7, 11, 1"
7834,Sheep,Suit,,Blue Party Hat,Purple Hero Mask,#9016,#9640,13,14,15,10,10,8,Thief,Water,Plains,72,45,5,"1, 1, 8, 3, 1, 11"
7835,Rhino,Red Track Jacket,,Pink Fairy Hat,Pink Goggles,#5827,#8630,9,13,7,12,12,7,Mage,Air,Forest,79,49,32,"3, 5, 7, 3, 12, 20"
7836,Pig,Blazer Tee,,Ribbon,Eyepatch,#6372,#8657,14,13,10,11,10,13,Thief,Earth,Forest,15,37,2,"4, 6, 5, 6, 4, 4"
7837,Snek,,,Brown Hat,Little Glasses,#9025,#3397,15,12,17,14,13,16,Thief,Fire,Plains,53,61,16,"3, 1, 8, 7, 2, 7"
7838,Fox,Suit,,Green Top Hat,,#1753,#8044,16,13,15,11,12,14,Thief,Fire,Forest,38,51,5,"3, 4, 6, 6, 1, 1"
7839,Brown Dog,,,Pink Fairy Hat,Pink Goggles,#1887,#0548,10,13,10,15,15,13,Warrior,Earth,Forest,26,53,5,"3, 2, 6, 9, 9, 3"
7840,Panda,Red Tank,Gold Chain,,,#1743,#9035,11,12,10,15,10,13,Thief,Air,Island,28,53,4,"1, 5, 7, 3, 4, 4"
7841,Fox,White Shirt,,Brown Hat,,#4066,#9815,12,16,14,17,16,11,Mage,Fire,Swamp,66,43,2,"1, 3, 1, 9, 4, 7"
7842,Rhino,Black Jacket,,Top Hat,,#6700,#0143,9,7,10,15,13,16,Warrior,Fire,Forest,52,55,23,"1, 5, 8, 2, 6, 3"
7843,Black Sheep,,,Construction Helmet,,#9156,#1130,11,9,10,10,10,9,Thief,Fire,Island,50,32,9,"1, 5, 6, 2, 1, 12"
7844,Fox,Red Track Jacket,,Brown Hat,,#1299,#3637,11,10,14,10,13,14,Warrior,Earth,Swamp,64,51,1,"3, 5, 2, 9, 6, 1"
7845,Purple Cat,Black Jacket,,Straw Hat,,#8245,#5428,12,16,11,18,13,15,Thief,Fire,Plains,78,57,25,"2, 6, 7, 5, 4, 20"
7846,Green Cat,Puffy Jacket,,Yellow Bow,Pink Goggles,#7882,#8355,18,13,18,16,13,8,Thief,Water,Plains,53,42,9,"4, 3, 2, 4, 7, 14"
7847,Pink Bear,Blue Tee,Gold Chain,Green Top Hat,,#2493,#9627,14,11,14,12,13,11,Warrior,Earth,Plains,48,61,37,"1, 6, 6, 8, 8, 16"
7848,Turtle,Suit,,Blue Party Hat,Eyepatch,#9419,#8201,13,14,13,14,11,14,Warrior,Earth,Swamp,37,40,7,"2, 1, 5, 5, 8, 16"
7849,Red Hair Lion,Red Tank,,Straw Hat,,#5951,#5421,10,14,14,14,17,11,Warrior,Earth,Forest,76,56,16,"1, 2, 3, 10, 11, 15"
7850,Brown Dog,Black Hoodie,,Red Party Hat,,#9834,#0528,14,12,12,13,15,13,Thief,Water,Swamp,73,42,8,"4, 3, 5, 9, 12, 20"
7851,Black Bear,Brown Robe,,Yellow Bow,,#1470,#0846,13,15,11,17,10,15,Warrior,Air,Forest,37,59,29,"2, 5, 4, 7, 12, 14"
7852,Dog,Green Dress,,Viking Helmet,,#6030,#4807,13,17,13,14,9,11,Warrior,Fire,Forest,30,43,12,"2, 3, 1, 3, 6, 3"
7853,Green Cat,Brown Robe,,Red Party Hat,Sunglasses,#6822,#9903,14,11,14,8,12,12,Thief,Earth,Swamp,43,59,27,"4, 1, 7, 8, 11, 5"
7854,Panda,Purple Robe,,Crown,Eyepatch,#3341,#9800,16,10,12,12,9,11,Warrior,Fire,Mountain,48,58,6,"1, 4, 7, 8, 12, 6"
7855,Bear,,Bow Tie,Purple Top Hat,,#3247,#3362,10,11,16,13,12,13,Thief,Water,Forest,24,53,8,"1, 1, 3, 10, 8, 8"
7856,Cardinal,,,,3D Glasses,#7549,#0054,10,16,6,12,16,16,Mage,Air,Island,85,37,13,"4, 4, 7, 2, 7, 15"
7857,Fox,Red Tank,,Straw Hat,Pink Goggles,#8898,#1332,10,14,15,14,15,13,Warrior,Fire,Mountain,22,66,1,"1, 2, 2, 6, 6, 10"
7858,Green Cat,,Gold Chain,Halo and Wings,Goggles,#8137,#9205,14,14,16,12,13,15,Warrior,Earth,Plains,58,41,6,"2, 1, 4, 2, 10, 19"
7859,Turtle,,Bow Tie,Top Hat,3D Glasses,#1153,#1837,11,10,9,12,15,5,Thief,Water,Swamp,87,53,1,"4, 1, 3, 10, 12, 4"
7860,Lion,,Bow Tie,Green Bow,,#9242,#8746,12,14,13,13,12,10,Mage,Fire,Plains,94,61,2,"2, 5, 6, 7, 10, 1"
7861,Brown Dog,Fancy Robe,,Brown Hat,Eyepatch,#4063,#1037,15,10,7,16,17,15,Warrior,Earth,Mountain,22,55,19,"1, 6, 2, 10, 3, 18"
7862,Fox,Red Tank,,Straw Hat,,#2752,#5673,14,10,15,11,14,12,Warrior,Earth,Forest,4,49,1,"2, 4, 5, 9, 10, 4"
7863,Black Bear,Royal Coat,,Crown,,#5000,#8739,9,14,8,15,12,10,Thief,Earth,Plains,50,69,12,"1, 3, 2, 4, 11, 4"
7864,Blue Cat,Blue Tee,,Viking Helmet,,#8167,#5039,13,14,13,11,14,14,Mage,Fire,Swamp,9,67,55,"4, 2, 6, 6, 3, 20"
7865,Elephant,,Bow Tie,Purple Top Hat,,#5065,#4588,10,14,10,10,14,15,Thief,Water,Swamp,84,54,1,"3, 1, 1, 3, 3, 4"
7866,Black Bear,Blue Track Jacket,,Green Party Hat,,#7054,#8726,10,5,9,12,11,16,Thief,Air,Plains,22,45,13,"3, 1, 5, 1, 2, 4"
7867,Turtle,,,Construction Helmet,,#8877,#0579,11,12,12,12,14,13,Mage,Fire,Plains,3,34,9,"1, 2, 1, 4, 5, 9"
7868,Turtle,Blue Tee,,Blue Beanie,,#2746,#9008,12,14,10,10,11,12,Mage,Air,Plains,30,56,2,"3, 4, 6, 7, 8, 8"
7869,Green Cat,Brown Robe,,,,#9790,#8405,12,10,7,9,12,8,Mage,Earth,Plains,37,65,19,"3, 5, 5, 9, 8, 16"
7870,Siberian Tiger,Brown Robe,,Green Party Hat,,#7889,#8058,15,13,10,16,16,9,Thief,Earth,Mountain,89,46,19,"1, 3, 6, 8, 2, 10"
7871,Dog,Fancy Robe,,Green Party Hat,,#6602,#9558,11,16,10,12,14,15,Warrior,Air,Island,52,70,4,"1, 5, 6, 1, 10, 13"
7872,Purple Cat,Blazer Tee,,,,#8248,#5146,11,12,11,11,17,13,Warrior,Fire,Island,67,59,14,"3, 5, 4, 3, 8, 20"
7873,Blue Cat,Bee Costume,,Straw Hat,Eyepatch,#7431,#3288,10,15,11,13,15,14,Warrior,Fire,Forest,36,56,28,"1, 5, 7, 2, 8, 5"
7874,Fox,,Bow Tie,Brown Hat,Eyepatch,#9133,#7689,11,10,11,14,10,13,Warrior,Earth,Forest,6,55,1,"2, 1, 5, 4, 9, 6"
7875,Tiger,Bee Costume,,Blue Party Hat,,#8121,#8945,16,12,13,15,16,12,Warrior,Water,Plains,51,41,6,"4, 1, 8, 9, 11, 12"
7876,Polar Bear,Suit,,Straw Hat,Eyepatch,#9291,#7196,17,9,13,16,12,10,Thief,Water,Island,81,60,1,"2, 5, 3, 6, 2, 12"
7877,Fox,Pink Dress,,Construction Helmet,Green Hero Mask,#0529,#7752,14,11,10,11,15,15,Thief,Water,Forest,93,46,19,"3, 3, 5, 10, 6, 3"
7878,Sheep,,Gold Chain,Witches Hat,,#6052,#4479,14,17,13,14,9,15,Mage,Water,Island,41,58,29,"3, 1, 4, 1, 5, 6"
7879,Green Cat,,,Chefs Hat,,#8555,#8335,11,11,14,12,10,9,Warrior,Earth,Swamp,17,68,17,"2, 1, 6, 6, 9, 18"
7880,Pig,Green Dress,,Leaf Crown,,#8954,#9807,10,9,13,13,14,12,Warrior,Earth,Forest,5,53,1,"4, 2, 7, 6, 10, 8"
7881,Purple Dragon,Green Dress,,,,#9160,#5386,14,11,11,13,14,10,Thief,Water,Island,98,63,8,"3, 3, 2, 9, 1, 1"
7882,Turtle,,Gold Chain,Green Top Hat,,#0368,#2604,8,18,13,8,8,12,Thief,Fire,Mountain,40,39,1,"1, 2, 2, 1, 3, 15"
7883,Hippo,Marching Band,,Witches Hat,Eyepatch,#8059,#9531,11,11,15,11,13,16,Warrior,Fire,Mountain,3,49,6,"3, 5, 7, 1, 4, 20"
7884,Monkey,White Jacket,,Construction Helmet,Pink Goggles,#2743,#8277,14,12,12,10,14,10,Thief,Fire,Forest,91,51,3,"3, 3, 3, 7, 8, 20"
7885,Purple Hair Lion,Brown Robe,,Green Bow,,#1455,#2085,14,11,8,12,15,12,Mage,Water,Forest,33,58,13,"3, 6, 6, 2, 1, 1"
7886,Green Cat,Green Dress,,Top Hat,,#6017,#9474,16,16,14,6,9,9,Mage,Air,Swamp,33,57,4,"4, 6, 7, 3, 9, 2"
7887,Polar Bear,Blue Tank,Bow Tie,,,#9292,#9052,13,14,11,16,11,14,Mage,Water,Forest,59,54,3,"2, 2, 1, 5, 7, 2"
7888,Dog,Blue Track Jacket,,Ribbon,Eyepatch,#0535,#8540,15,12,9,14,12,13,Thief,Air,Forest,94,50,3,"3, 5, 1, 2, 3, 2"
7889,Deer,White Jacket,,Purple Top Hat,,#4280,#9010,13,13,17,7,8,10,Mage,Air,Mountain,79,56,8,"2, 2, 6, 7, 8, 5"
7890,Golden Bear,White Jacket,,,Sunglasses,#5467,#9467,14,14,11,11,14,16,Thief,Fire,Island,49,56,2,"3, 3, 1, 7, 10, 14"
7891,Black Sheep,Black Jacket,,Top Hat,Eyepatch,#1227,#8624,15,11,10,12,13,9,Thief,Earth,Swamp,87,65,10,"2, 5, 6, 3, 8, 11"
7892,Monkey,Frog Suit,,,,#6750,#4836,11,14,9,12,13,11,Thief,Fire,Forest,11,41,5,"3, 4, 5, 1, 10, 19"
7893,Duck,,,,Sunglasses,#2796,#8530,14,15,15,9,13,13,Mage,Water,Swamp,28,51,13,"4, 1, 5, 1, 6, 17"
7894,Golden Bear,,,Green Party Hat,Pink Goggles,#5808,#8379,10,16,15,13,12,17,Mage,Water,Island,57,57,1,"2, 6, 1, 4, 12, 3"
7895,Black Sheep,Scarf and Sweater,,Chefs Hat,,#0771,#1600,13,10,13,12,13,14,Mage,Earth,Swamp,48,48,6,"3, 1, 7, 8, 11, 4"
7896,Siberian Tiger,Blue Tank,Bow Tie,Top Hat,,#7965,#8505,14,9,15,12,9,16,Thief,Earth,Forest,16,51,22,"3, 6, 1, 1, 4, 18"
7897,Bear,Overalls,,,Monocle,#2905,#7201,6,10,17,9,11,10,Thief,Air,Swamp,35,33,8,"2, 2, 5, 4, 1, 19"
7898,Rabbit,White Shirt,,Pink Fairy Hat,Pink Goggles,#9717,#0323,12,15,13,13,14,8,Warrior,Air,Plains,54,47,18,"1, 3, 2, 10, 7, 8"
7899,Sheep,Overalls,,Straw Hat,Steampunk Goggles,#1354,#8247,12,9,10,16,8,12,Thief,Water,Mountain,92,59,22,"1, 6, 6, 4, 6, 9"
7900,Pig,Green Tee,,Straw Hat,,#8942,#8395,11,13,8,16,13,18,Mage,Earth,Mountain,63,47,3,"2, 6, 3, 2, 6, 12"
7901,Pink Bear,Blue Track Jacket,,Purple Top Hat,Eyepatch,#9019,#5586,13,11,14,10,11,7,Thief,Fire,Swamp,18,48,14,"1, 6, 8, 8, 5, 3"
7902,Fox,Red Track Jacket,,,,#1135,#8813,14,14,13,10,10,13,Warrior,Water,Forest,100,67,7,"1, 3, 7, 5, 4, 20"
7903,Lion,Brown Robe,,Tiara,,#6302,#8075,12,18,12,13,14,13,Thief,Air,Forest,13,59,1,"1, 3, 4, 3, 9, 1"
7904,Pink Bear,Blue Tank,Bow Tie,Pink Fairy Hat,Eyepatch,#3805,#9121,14,14,9,13,13,12,Warrior,Air,Swamp,49,57,9,"1, 3, 7, 10, 11, 10"
7905,Monkey,Toga,,Construction Helmet,,#9750,#9513,11,11,14,12,9,14,Mage,Earth,Plains,88,60,1,"4, 1, 6, 1, 9, 12"
7906,Golden Bear,Green Tee,Bow Tie,Pink Fairy Hat,,#0350,#9189,12,13,13,13,8,11,Warrior,Air,Mountain,66,61,2,"1, 5, 8, 1, 4, 6"
7907,Panda,Red Tank,,Halo,,#9300,#6264,14,16,13,10,14,11,Warrior,Water,Plains,45,66,7,"3, 3, 5, 7, 8, 18"
7908,Poison Snek,,,Pink Fairy Hat,Green Hero Mask,#9076,#1353,13,13,11,7,12,11,Warrior,Air,Plains,10,56,4,"3, 4, 4, 6, 2, 5"
7909,Dog,White Tee,,Brown Hat,Sunglasses,#9395,#5186,8,10,17,11,11,15,Warrior,Water,Island,58,50,12,"1, 3, 7, 8, 2, 9"
7910,Elephant,Black Jacket,,Pink Fairy Hat,Pink Goggles,#6272,#4044,16,12,13,16,11,16,Warrior,Air,Mountain,91,57,5,"4, 4, 7, 4, 6, 3"
7911,Turtle,Suit,,Viking Helmet,,#8151,#4320,12,8,9,11,15,12,Mage,Water,Swamp,91,35,49,"4, 3, 2, 7, 4, 5"
7912,Bear,Red Tank,,,Purple Hero Mask,#2173,#5864,13,11,13,15,7,11,Thief,Earth,Plains,65,45,10,"3, 3, 4, 9, 3, 20"
7913,Snowman,Suit,,Brown Hat,,#5514,#1005,9,11,14,7,13,15,Warrior,Earth,Mountain,42,41,2,"3, 6, 3, 9, 9, 14"
7914,Deer,Red Tee,,,,#9211,#8761,10,16,12,13,10,6,Thief,Water,Mountain,51,64,15,"3, 4, 8, 1, 11, 7"
7915,Golden Bear,White Shirt,,Brown Hat,Eyepatch,#9968,#7492,11,12,10,14,9,14,Warrior,Water,Mountain,46,54,3,"2, 5, 4, 5, 5, 13"
7916,Tiger,Bee Costume,,Top Hat,,#0883,#6129,7,16,15,15,11,15,Warrior,Water,Island,95,55,7,"1, 1, 2, 6, 3, 14"
7917,Lion,Brown Jacket,,,Goggles,#5362,#5869,18,13,13,11,12,13,Thief,Fire,Mountain,47,46,31,"3, 2, 5, 10, 7, 5"
7918,Monkey,,,,Pink Goggles,#6061,#9253,14,14,12,16,10,16,Mage,Air,Mountain,51,47,2,"2, 1, 8, 7, 1, 15"
7919,Rabbit,Red Tank,,Green Bow,Sunglasses,#8172,#1448,13,16,9,10,11,12,Warrior,Air,Swamp,97,43,10,"3, 3, 2, 8, 4, 10"
7920,Purple Cat,Marching Band,,Straw Hat,Pink Goggles,#8821,#1699,11,9,9,16,11,14,Warrior,Air,Forest,42,39,6,"3, 3, 6, 1, 4, 14"
7921,Pink Bear,,,,Eyepatch,#9637,#4532,8,11,13,14,11,14,Thief,Air,Mountain,20,54,21,"3, 4, 7, 5, 1, 1"
7922,Monkey,White Jacket,,Straw Hat,Steampunk Goggles,#4708,#8053,7,15,12,14,13,12,Thief,Fire,Mountain,11,68,5,"4, 1, 1, 9, 3, 14"
7923,Panda,,Bow Tie,Leaf Crown,,#0437,#9896,9,16,12,17,15,12,Mage,Water,Mountain,46,47,22,"4, 6, 2, 10, 4, 2"
7924,Fox,White Tee,,,Eyepatch,#9934,#6303,7,11,11,14,14,16,Thief,Fire,Swamp,15,38,4,"3, 4, 6, 1, 12, 16"
7925,Black Bear,Red Tee,,Halo,,#8510,#6023,12,17,15,12,13,11,Mage,Air,Plains,31,29,10,"1, 2, 7, 7, 11, 6"
7926,Brown Dog,White Tank,,Halo,Eyepatch,#0048,#6420,14,14,12,11,12,17,Warrior,Earth,Forest,68,50,9,"2, 5, 8, 8, 10, 4"
7927,Purple Cat,Overalls,,Blue Bow,Pink Goggles,#8406,#4003,8,18,13,10,16,11,Thief,Fire,Mountain,17,45,16,"4, 6, 4, 6, 10, 4"
7928,Snek,,,Brown Hat,Steampunk Goggles,#4014,#5547,14,11,11,11,10,13,Mage,Water,Island,70,51,7,"1, 3, 6, 6, 4, 17"
7929,Dog,Black Jacket,,Straw Hat,,#9040,#9705,12,13,5,11,13,10,Thief,Air,Plains,99,65,28,"3, 4, 2, 4, 11, 17"
7930,Turtle,Blue Tank,,Top Hat,,#7603,#9906,10,14,12,12,13,13,Thief,Fire,Plains,36,57,46,"3, 5, 8, 7, 5, 12"
7931,Blue Cat,Suit,,Construction Helmet,,#8729,#3892,12,14,8,13,13,18,Mage,Water,Forest,96,55,8,"2, 5, 8, 8, 3, 13"
7932,Dog,Fancy Robe,,Halo,,#9134,#8363,12,10,12,15,10,12,Mage,Fire,Island,69,43,3,"4, 4, 2, 9, 4, 5"
7933,Rhino,,,Brown Hat,Eyepatch,#8784,#1128,11,10,14,10,11,13,Thief,Air,Mountain,22,55,33,"4, 6, 5, 5, 7, 16"
7934,Lion,Purple Robe,,Straw Hat,,#3192,#6632,11,16,9,12,14,15,Thief,Fire,Mountain,87,65,51,"1, 5, 4, 7, 10, 7"
7935,Snek,,,Blue Party Hat,Eyepatch,#9297,#6451,12,8,10,17,14,16,Mage,Fire,Plains,66,43,20,"3, 1, 4, 1, 1, 1"
7936,Hippo,Suit,,Viking Helmet,Eyepatch,#3575,#9359,6,11,12,15,11,12,Mage,Fire,Forest,83,30,12,"4, 6, 1, 9, 4, 20"
7937,Siberian Tiger,Red Tank,,Blue Party Hat,,#9546,#5209,17,11,11,12,15,14,Warrior,Fire,Island,11,53,3,"3, 2, 4, 5, 3, 15"
7938,Panda,Suit,,Straw Hat,Pink Goggles,#9133,#4515,7,9,14,9,14,15,Mage,Water,Plains,88,64,8,"4, 4, 5, 8, 11, 17"
7939,Turtle,Blazer Tee,,Chefs Hat,,#8095,#8985,10,14,14,13,16,14,Warrior,Fire,Plains,98,50,8,"2, 2, 4, 3, 10, 17"
7940,Polar Bear,Blue Tee,,Straw Hat,,#9631,#9413,11,8,11,15,10,10,Mage,Air,Swamp,81,68,10,"1, 6, 8, 4, 3, 15"
7941,Purple Dragon,Green Tee,Bow Tie,Top Hat,Pink Goggles,#8901,#5293,12,15,11,14,10,14,Mage,Fire,Island,61,56,20,"1, 1, 4, 4, 7, 16"
7942,Green Cat,Suit,,Green Top Hat,,#8292,#9637,17,14,12,13,14,15,Mage,Earth,Forest,77,12,1,"1, 1, 7, 10, 12, 19"
7943,Polar Bear,Green Dress,,,Pink Goggles,#2311,#8359,9,9,9,13,12,5,Mage,Fire,Swamp,62,57,3,"3, 6, 2, 8, 4, 14"
7944,Purple Dragon,,Bow Tie,Blue Party Hat,Goggles,#8659,#2564,11,16,11,13,14,14,Mage,Fire,Island,54,46,2,"1, 6, 5, 1, 10, 16"
7945,Black Sheep,White Tank,,Brown Hat,,#0017,#8002,12,18,11,14,12,9,Thief,Earth,Swamp,53,62,9,"3, 4, 2, 10, 9, 18"
7946,Rhino,Suit,,Top Hat,,#6105,#6560,15,15,8,14,9,10,Mage,Earth,Plains,42,48,56,"2, 4, 7, 3, 2, 8"
7947,Polar Bear,Toga,,Crown,,#8784,#8529,14,12,14,13,10,15,Warrior,Earth,Plains,47,43,13,"1, 4, 1, 1, 1, 14"
7948,Lion,Red Tee,,Blue Party Hat,,#3650,#1164,13,17,11,7,10,8,Warrior,Fire,Mountain,89,55,12,"4, 3, 7, 1, 2, 3"
7949,Siberian Tiger,Blue Track Jacket,,Ribbon,Pink Goggles,#3722,#4866,9,13,14,12,11,11,Mage,Air,Plains,23,59,3,"2, 5, 5, 5, 11, 18"
7950,Deer,Toga,,Top Hat,,#4357,#9790,11,14,14,12,10,10,Mage,Fire,Swamp,20,35,3,"4, 6, 2, 9, 4, 4"
7951,Rhino,Black Hoodie,,Red Party Hat,,#6714,#8981,8,13,17,15,7,12,Mage,Water,Island,94,54,6,"3, 3, 6, 10, 4, 3"
7952,Golden Bear,Suit,,Red Beanie,,#8558,#6947,10,10,16,13,16,14,Warrior,Fire,Island,38,54,1,"1, 2, 3, 10, 2, 10"
7953,Lion,Overalls,,Green Party Hat,Steampunk Goggles,#4204,#0479,16,11,15,14,13,12,Thief,Earth,Forest,98,27,36,"1, 2, 6, 4, 11, 15"
7954,Rhino,Blue Tee,,Brown Hat,,#2237,#4033,7,13,8,9,10,14,Warrior,Fire,Plains,2,21,15,"3, 3, 1, 5, 12, 8"
7955,Purple Dragon,,,Blue Bow,,#2911,#8011,11,9,9,13,8,15,Thief,Water,Swamp,35,52,14,"4, 1, 8, 6, 7, 4"
7956,Black Bear,,Bow Tie,Ribbon,,#9637,#4234,11,10,9,12,7,15,Warrior,Fire,Forest,65,53,4,"1, 5, 2, 5, 9, 18"
7957,Fox,Red Track Jacket,,Straw Hat,,#9239,#2215,10,15,11,11,10,17,Warrior,Water,Forest,45,34,9,"1, 3, 3, 7, 9, 20"
7958,Brown Dog,Red Tank,,Blue Beanie,,#6380,#8248,13,11,13,16,15,7,Thief,Earth,Forest,38,44,8,"1, 4, 7, 9, 8, 6"
7959,Pink Bear,Pink Dress,,Ribbon,Pink Goggles,#1339,#8513,13,12,12,15,15,14,Warrior,Fire,Swamp,2,57,18,"4, 5, 5, 7, 9, 13"
7960,Deer,Blue Tee,,,Steampunk Goggles,#8164,#8532,13,15,11,15,15,7,Mage,Water,Island,47,51,5,"4, 4, 6, 1, 1, 5"
7961,Minotaur,White Shirt,,Straw Hat,,#9560,#8032,10,14,6,16,10,16,Warrior,Fire,Swamp,35,60,21,"1, 2, 4, 8, 4, 16"
7962,Golden Bear,Red Track Jacket,,Halo and Wings,,#1315,#8522,14,9,15,13,12,14,Warrior,Fire,Island,37,51,28,"4, 2, 6, 3, 10, 7"
7963,Deer,Red Tank,Gold Chain,,,#8757,#8695,18,14,9,16,7,17,Thief,Fire,Mountain,51,40,21,"2, 6, 5, 8, 3, 2"
7964,Dog,Red Track Jacket,,Green Party Hat,Eyepatch,#9775,#8472,11,7,14,9,15,11,Thief,Air,Plains,79,67,1,"1, 5, 2, 3, 7, 12"
7965,Penguin,,,Red Party Hat,Eyepatch,#2664,#3952,11,10,15,14,10,10,Thief,Air,Plains,23,57,3,"4, 6, 7, 10, 7, 2"
7966,Black Bear,,,Halo and Wings,Pink Goggles,#8789,#7435,12,16,9,14,9,12,Thief,Air,Mountain,46,47,4,"2, 5, 4, 4, 9, 2"
7967,Fox,Blue Tee,Gold Chain,Brown Hat,,#9162,#0532,14,11,9,15,11,16,Warrior,Earth,Plains,86,49,37,"2, 5, 7, 1, 11, 4"
7968,Hippo,White Jacket,,Straw Hat,,#0767,#0630,13,9,17,16,7,12,Warrior,Air,Mountain,93,53,31,"2, 4, 5, 2, 4, 14"
7969,Golden Bear,,,Green Party Hat,,#8163,#1420,7,16,10,12,16,13,Thief,Water,Plains,48,52,9,"3, 3, 6, 3, 8, 4"
7970,Bear,Blue Track Jacket,,Green Bow,Steampunk Goggles,#7621,#8499,12,17,15,11,12,15,Warrior,Fire,Plains,40,52,14,"4, 2, 1, 6, 6, 2"
7971,Green Cat,Armor and Cape,,Blue Beanie,,#8277,#8905,14,15,14,15,12,16,Thief,Water,Island,21,58,2,"2, 3, 2, 6, 8, 7"
7972,Fox,White Shirt,,Wizard Hat,,#3193,#4531,12,12,6,15,12,10,Warrior,Water,Forest,49,49,7,"1, 3, 4, 5, 9, 2"
7973,Golden Bear,White Shirt,,Brown Hat,Pink Goggles,#4491,#7213,5,16,17,15,13,12,Mage,Earth,Swamp,2,50,5,"3, 6, 5, 6, 10, 9"
7974,Rabbit,Black Jacket,,Brown Hat,Sunglasses,#1244,#2204,7,14,15,10,8,10,Mage,Fire,Forest,4,53,14,"1, 4, 8, 6, 5, 2"
7975,Pink Bear,Suit,,Viking Helmet,,#7776,#1024,15,12,12,10,10,11,Warrior,Water,Mountain,10,33,3,"2, 2, 7, 9, 4, 6"
7976,Pig,Blue Tank,,Blue Bow,,#7708,#5558,11,9,9,10,14,17,Mage,Water,Forest,32,48,5,"4, 1, 4, 1, 11, 6"
7977,Deer,Red Tank,,Blue Party Hat,Eyepatch,#1413,#0018,17,14,10,15,12,11,Thief,Water,Forest,20,48,1,"1, 5, 2, 5, 6, 9"
7978,Dog,,Gold Chain,,Purple Hero Mask,#5738,#4946,11,12,9,13,13,13,Warrior,Earth,Island,82,55,47,"1, 3, 3, 6, 7, 8"
7979,Polar Bear,Red Tank,Bow Tie,Blue Party Hat,Monocle,#0266,#3387,10,10,11,14,14,12,Mage,Air,Mountain,52,50,1,"2, 6, 1, 3, 3, 16"
7980,Blue Cat,White Shirt,,Straw Hat,,#4078,#9741,11,5,13,15,11,10,Warrior,Water,Mountain,31,46,14,"1, 6, 4, 9, 10, 4"
7981,Black Bear,White Shirt,Gold Chain,Top Hat,,#2990,#8119,13,12,10,13,11,8,Thief,Air,Island,65,49,4,"3, 3, 4, 9, 3, 9"
7982,Snek,,,Green Party Hat,Goggles,#6545,#9552,13,12,16,11,15,11,Thief,Fire,Swamp,91,50,7,"1, 5, 8, 4, 1, 19"
7983,Tiger,Toga,,Chefs Hat,,#7227,#0381,13,10,14,13,11,11,Warrior,Air,Island,87,39,3,"1, 4, 3, 10, 9, 10"
7984,Elephant,White Tee,Gold Chain,Blue Bow,Eyepatch,#1141,#8989,13,8,13,8,14,15,Mage,Air,Forest,94,38,54,"3, 2, 6, 8, 10, 15"
7985,Dog,Green Dress,,Yellow Bow,,#8071,#5239,17,11,16,10,14,12,Mage,Fire,Swamp,47,39,10,"3, 3, 2, 8, 1, 13"
7986,Pink Bear,White Jacket,,Pink Cowboy Hat,,#8368,#9764,10,10,12,17,14,9,Thief,Fire,Mountain,21,48,8,"2, 1, 5, 7, 11, 12"
7987,Purple Cat,Brown Robe,,Halo and Wings,Monocle,#9499,#3065,17,15,11,10,10,11,Thief,Water,Mountain,71,70,7,"1, 2, 7, 8, 12, 12"
7988,Pink Bear,Blue Tank,,Construction Helmet,,#7771,#1402,16,7,11,10,15,10,Mage,Air,Mountain,35,57,4,"1, 4, 4, 7, 10, 4"
7989,Turtle,Black Jacket,,Green Bow,,#6776,#2567,9,15,10,14,9,13,Mage,Fire,Mountain,90,52,20,"4, 5, 6, 4, 6, 8"
7990,Dog,White Jacket,,Red Party Hat,Pink Goggles,#5497,#0659,13,11,11,15,13,13,Warrior,Fire,Swamp,53,51,3,"3, 2, 2, 4, 7, 11"
7991,Black Sheep,,Bow Tie,Pink Fairy Hat,Eyepatch,#8875,#5696,12,12,13,13,9,11,Mage,Fire,Island,34,47,4,"2, 4, 3, 10, 6, 7"
